,PLAYER,LINE,ACTUAL,DIFF,STAT,MIN,TEAMODDS,TEAM
56,Franz Wagner,7,5.6,-1.4000000000000004,REB,32.8,-0.09999999999999998,Orlando Magic
57,Jalen Suggs,5,4.1,-0.9000000000000004,REB,29.6,-0.09999999999999998,Orlando Magic
58,Tyrese Maxey,5,3.2,-1.7999999999999998,REB,36.2,-0.8600000000000001,Philadelphia 76ers
59,Myles Turner,8,7.4,-0.5999999999999996,REB,32.5,-0.6,Indiana Pacers
60,Pascal Siakam,7,6.4,-0.5999999999999996,REB,34.2,-0.6,Indiana Pacers
61,Bennedict Mathurin,7,6.6,-0.40000000000000036,REB,32.6,-0.6,Indiana Pacers
62,Cameron Johnson,5,4.2,-0.7999999999999998,REB,32.5,-0.57,Brooklyn Nets
63,Obi Toppin,4,3.6,-0.3999999999999999,REB,19.8,-0.6,Indiana Pacers
64,Tyrese Haliburton,4,3.4,-0.6000000000000001,REB,35.1,-0.6,Indiana Pacers
65,Giannis Antetokounmpo,13,11.7,-1.3000000000000007,REB,34.8,0.13999999999999996,Milwaukee Bucks
66,Clint Capela,10,9.2,-0.8000000000000007,REB,22.8,0.55,Atlanta Hawks
67,Jalen Johnson,9,9.8,0.8000000000000007,REB,36.2,0.55,Atlanta Hawks
68,Bobby Portis,7,7.2,0.20000000000000018,REB,23.9,0.13999999999999996,Milwaukee Bucks
69,Onyeka Okongwu,7,6.6,-0.40000000000000036,REB,23.6,0.55,Atlanta Hawks
70,Brook Lopez,6,5.0,-1.0,REB,32.8,0.13999999999999996,Milwaukee Bucks
71,Dyson Daniels,5,5.2,0.20000000000000018,REB,33.8,0.55,Atlanta Hawks
72,Damian Lillard,4,4.5,0.5,REB,35.9,0.13999999999999996,Milwaukee Bucks
73,Trae Young,4,3.9,-0.10000000000000009,REB,35.7,0.55,Atlanta Hawks
74,Rudy Gobert,12,11.2,-0.8000000000000007,REB,34.3,-0.7999999999999999,Minnesota Timberwolves
75,Ivica Zubac,11,12.3,1.3000000000000007,REB,32.5,-0.06999999999999995,LA Clippers
76,Julius Randle,7,6.8,-0.20000000000000018,REB,33.8,-0.7999999999999999,Minnesota Timberwolves
77,James Harden,6,6.9,0.9000000000000004,REB,34.3,-0.06999999999999995,LA Clippers
78,Anthony Edwards,5,5.5,0.5,REB,36.9,-0.7999999999999999,Minnesota Timberwolves
79,Jaden McDaniels,4,3.7,-0.2999999999999998,REB,30.1,-0.7999999999999999,Minnesota Timberwolves
80,Mike Conley,3,2.9,-0.10000000000000009,REB,25.8,-0.7999999999999999,Minnesota Timberwolves
81,Norman Powell,3,2.9,-0.10000000000000009,REB,32.4,-0.06999999999999995,LA Clippers
82,Cade Cunningham,8,8.8,0.8000000000000007,AST,36.0,-0.5,Detroit Pistons
83,Jayson Tatum,6,5.6,-0.40000000000000036,AST,36.4,-0.32000000000000006,Boston Celtics
84,Jaden Ivey,4,4.4,0.40000000000000036,AST,30.9,-0.5,Detroit Pistons
85,LeBron James,10,9.1,-0.9000000000000004,AST,34.9,0.25,Los Angeles Lakers
86,Bam Adebayo,5,4.9,-0.09999999999999964,AST,35.3,0.35,Miami Heat
87,Jimmy Butler,5,4.8,-0.20000000000000018,AST,31.9,0.35,Miami Heat
88,Tyler Herro,5,4.9,-0.09999999999999964,AST,35.1,0.35,Miami Heat
89,Austin Reaves,5,4.8,-0.20000000000000018,AST,33.7,0.25,Los Angeles Lakers
90,Anthony Davis,4,3.3,-0.7000000000000002,AST,35.4,0.25,Los Angeles Lakers
91,Franz Wagner,7,5.9,-1.0999999999999996,AST,32.8,-0.23000000000000004,Orlando Magic
92,Tyrese Maxey,6,4.7,-1.2999999999999998,AST,36.2,-0.94,Philadelphia 76ers
93,Jalen Suggs,4,3.9,-0.10000000000000009,AST,29.6,-0.23000000000000004,Orlando Magic
94,Tyrese Haliburton,10,8.5,-1.5,AST,35.1,0.42999999999999994,Indiana Pacers
95,T.J. McConnell,5,4.0,-1.0,AST,19.2,0.42999999999999994,Indiana Pacers
96,Pascal Siakam,4,3.8,-0.20000000000000018,AST,34.2,0.42999999999999994,Indiana Pacers
97,Cameron Johnson,3,3.0,0.0,AST,32.5,0.21999999999999997,Brooklyn Nets
98,Trae Young,12,12.2,0.1999999999999993,AST,35.7,0.20000000000000007,Atlanta Hawks
99,Damian Lillard,8,7.6,-0.40000000000000036,AST,35.9,-0.07999999999999999,Milwaukee Bucks
100,Giannis Antetokounmpo,7,6.7,-0.2999999999999998,AST,34.8,-0.07999999999999999,Milwaukee Bucks
101,Jalen Johnson,5,5.5,0.5,AST,36.2,0.20000000000000007,Atlanta Hawks
102,James Harden,9,8.8,-0.1999999999999993,AST,34.3,-0.5,LA Clippers
103,Mike Conley,6,4.7,-1.2999999999999998,AST,25.8,-0.48000000000000004,Minnesota Timberwolves
104,Anthony Edwards,5,3.7,-1.2999999999999998,AST,36.9,-0.48000000000000004,Minnesota Timberwolves
105,Julius Randle,4,4.1,0.09999999999999964,AST,33.8,-0.48000000000000004,Minnesota Timberwolves
106,Jayson Tatum,4,4.0,0.0,FG3M,36.4,0.65,Boston Celtics
107,Cade Cunningham,2,2.4,0.3999999999999999,FG3M,36.0,-0.38,Detroit Pistons
108,Jaden Ivey,2,1.9,-0.10000000000000009,FG3M,30.9,-0.38,Detroit Pistons
109,Tyler Herro,4,4.1,0.09999999999999964,FG3M,35.1,0.25,Miami Heat
110,Austin Reaves,3,2.6,-0.3999999999999999,FG3M,33.7,-0.09000000000000002,Los Angeles Lakers
111,Duncan Robinson,3,2.4,-0.6000000000000001,FG3M,21.9,0.25,Miami Heat
112,LeBron James,2,1.9,-0.10000000000000009,FG3M,34.9,-0.09000000000000002,Los Angeles Lakers
113,Rui Hachimura,2,1.6,-0.3999999999999999,FG3M,31.9,-0.09000000000000002,Los Angeles Lakers
114,Bam Adebayo,1,0.9,-0.09999999999999998,FG3M,35.3,0.25,Miami Heat
115,Jimmy Butler,1,0.5,-0.5,FG3M,31.9,0.25,Miami Heat
116,Anthony Davis,1,0.8,-0.19999999999999996,FG3M,35.4,-0.09000000000000002,Los Angeles Lakers
117,Tyrese Maxey,4,3.1,-0.8999999999999999,FG3M,36.2,-0.66,Philadelphia 76ers
118,Franz Wagner,2,2.0,0.0,FG3M,32.8,-0.51,Orlando Magic
119,Jalen Suggs,2,2.0,0.0,FG3M,29.6,-0.51,Orlando Magic
120,Wendell Carter Jr.,1,0.4,-0.6,FG3M,24.9,-0.51,Orlando Magic
121,Tyrese Haliburton,3,3.0,0.0,FG3M,35.1,-0.25,Indiana Pacers
122,Cameron Johnson,3,3.1,0.10000000000000009,FG3M,32.5,0.30000000000000004,Brooklyn Nets
123,Myles Turner,2,2.1,0.10000000000000009,FG3M,32.5,-0.25,Indiana Pacers
124,Bennedict Mathurin,2,1.7,-0.30000000000000004,FG3M,32.6,-0.25,Indiana Pacers
125,Pascal Siakam,2,1.8,-0.19999999999999996,FG3M,34.2,-0.25,Indiana Pacers
126,Obi Toppin,1,1.0,0.0,FG3M,19.8,-0.25,Indiana Pacers
127,Damian Lillard,4,3.4,-0.6000000000000001,FG3M,35.9,0.69,Milwaukee Bucks
128,Trae Young,3,2.7,-0.2999999999999998,FG3M,35.7,0.18,Atlanta Hawks
129,Brook Lopez,2,2.0,0.0,FG3M,32.8,0.69,Milwaukee Bucks
130,De'Andre Hunter,2,2.5,0.5,FG3M,27.4,0.18,Atlanta Hawks
131,Taurean Prince,2,2.2,0.20000000000000018,FG3M,28.6,0.69,Milwaukee Bucks
132,Jalen Johnson,2,1.7,-0.30000000000000004,FG3M,36.2,0.18,Atlanta Hawks
133,Giannis Antetokounmpo,1,0.2,-0.8,FG3M,34.8,0.69,Milwaukee Bucks
134,Anthony Edwards,4,4.5,0.5,FG3M,36.9,0.020000000000000018,Minnesota Timberwolves
135,James Harden,3,2.9,-0.10000000000000009,FG3M,34.3,-0.55,LA Clippers
136,Norman Powell,3,4.0,1.0,FG3M,32.4,-0.55,LA Clippers
137,Mike Conley,3,1.9,-1.1,FG3M,25.8,0.020000000000000018,Minnesota Timberwolves
138,Julius Randle,2,1.6,-0.3999999999999999,FG3M,33.8,0.020000000000000018,Minnesota Timberwolves
139,Jaden McDaniels,2,1.2,-0.8,FG3M,30.1,0.020000000000000018,Minnesota Timberwolves
