,PLAYER,LINE,ACTUAL,DIFF,STAT,MIN,TEAMODDS,TEAM
0,Kyrie Irving,25,24.1,-0.8999999999999986,PTS,35.4,0.75,Dallas Mavericks
1,Malcolm Brogdon,17,13.5,-3.5,PTS,23.7,-0.5,Washington Wizards
2,P.J. Washington,14,12.8,-1.1999999999999993,PTS,32.9,0.75,Dallas Mavericks
3,Alexandre Sarr,12,10.5,-1.5,PTS,26.8,-0.5,Washington Wizards
4,Klay Thompson,11,12.7,1.6999999999999993,PTS,28.1,0.75,Dallas Mavericks
5,Dereck Lively II,10,9.2,-0.8000000000000007,PTS,23.1,0.75,Dallas Mavericks
6,Donovan Mitchell,26,24.3,-1.6999999999999993,PTS,31.7,0.77,Cleveland Cavaliers
7,Darius Garland,20,20.3,0.3000000000000007,PTS,30.0,0.77,Cleveland Cavaliers
8,Jamal Murray,19,17.7,-1.3000000000000007,PTS,35.7,0.19999999999999996,Denver Nuggets
9,Evan Mobley,17,17.8,0.8000000000000007,PTS,31.3,0.77,Cleveland Cavaliers
10,Michael Porter Jr.,16,18.7,2.6999999999999993,PTS,35.5,0.19999999999999996,Denver Nuggets
11,Jarrett Allen,14,14.0,0.0,PTS,29.4,0.77,Cleveland Cavaliers
12,Aaron Gordon,13,14.8,1.8000000000000007,PTS,29.9,0.19999999999999996,Denver Nuggets
13,Christian Braun,13,15.6,2.5999999999999996,PTS,35.0,0.19999999999999996,Denver Nuggets
14,Russell Westbrook,10,11.7,1.6999999999999993,PTS,24.6,0.19999999999999996,Denver Nuggets
15,Brandon Miller,26,21.4,-4.600000000000001,PTS,34.3,-0.5299999999999999,Charlotte Hornets
16,Jalen Brunson,25,25.2,0.1999999999999993,PTS,34.1,0.25,New York Knicks
17,Karl-Anthony Towns,25,25.1,0.10000000000000142,PTS,33.5,0.25,New York Knicks
18,OG Anunoby,16,17.4,1.3999999999999986,PTS,36.3,0.25,New York Knicks
19,Mikal Bridges,15,16.4,1.3999999999999986,PTS,37.8,0.25,New York Knicks
20,Josh Hart,13,13.7,0.6999999999999993,PTS,37.1,0.25,New York Knicks
21,Shai Gilgeous-Alexander,30,29.8,-0.1999999999999993,PTS,34.4,0.49999999999999994,Oklahoma City Thunder
