,PLAYER,LINE,ACTUAL,DIFF,STAT,MIN,TEAMODDS,TEAM
23,Trae Young,22,21.9,-0.10000000000000142,PTS,36.0,0.6000000000000001,Atlanta Hawks
24,Coby White,21,19.5,-1.5,PTS,32.8,0.6,Chicago Bulls
25,Jalen Johnson,19,19.1,0.10000000000000142,PTS,36.5,0.6000000000000001,Atlanta Hawks
26,Josh Giddey,13,11.8,-1.1999999999999993,PTS,27.3,0.6,Chicago Bulls
27,Clint Capela,12,11.1,-0.9000000000000004,PTS,22.5,0.6000000000000001,Atlanta Hawks
28,Kyrie Irving,26,24.3,-1.6999999999999993,PTS,34.5,0.43,Dallas Mavericks
29,Klay Thompson,18,14.0,-4.0,PTS,28.7,0.43,Dallas Mavericks
30,P.J. Washington,13,9.7,-3.3000000000000007,PTS,30.0,0.43,Dallas Mavericks
31,Dereck Lively II,8,8.6,0.5999999999999996,PTS,22.4,0.43,Dallas Mavericks
32,De'Aaron Fox,27,28.8,1.8000000000000007,PTS,37.4,-0.09999999999999998,Sacramento Kings
33,James Harden,24,20.3,-3.6999999999999993,PTS,34.8,-0.26999999999999996,LA Clippers
34,DeMar DeRozan,21,22.9,1.8999999999999986,PTS,36.5,-0.09999999999999998,Sacramento Kings
35,Domantas Sabonis,18,20.2,2.1999999999999993,PTS,36.5,-0.09999999999999998,Sacramento Kings
36,Ivica Zubac,17,15.4,-1.5999999999999996,PTS,33.9,-0.26999999999999996,LA Clippers
37,Keegan Murray,14,12.8,-1.1999999999999993,PTS,36.7,-0.09999999999999998,Sacramento Kings
38,Joel Embiid,11,7.5,-3.5,REB,31.4,-0.62,Philadelphia 76ers
39,Tyrese Maxey,3,3.0,0.0,REB,37.2,-0.62,Philadelphia 76ers
40,Jayson Tatum,9,8.1,-0.9000000000000004,REB,36.5,0.3,Boston Celtics
41,Kyle Kuzma,7,6.8,-0.20000000000000018,REB,28.0,-0.39999999999999997,Washington Wizards
42,Al Horford,7,5.5,-1.5,REB,27.4,0.3,Boston Celtics
43,Jaylen Brown,7,6.7,-0.2999999999999998,REB,36.9,0.3,Boston Celtics
44,Derrick White,6,4.6,-1.4000000000000004,REB,34.8,0.3,Boston Celtics
45,Jrue Holiday,5,4.0,-1.0,REB,30.6,0.3,Boston Celtics
46,Jordan Poole,3,2.3,-0.7000000000000002,REB,29.9,-0.39999999999999997,Washington Wizards
47,Draymond Green,7,5.9,-1.0999999999999996,REB,28.1,0.33999999999999997,Golden State Warriors
48,Brandon Ingram,6,5.9,-0.09999999999999964,REB,33.6,0.32999999999999996,New Orleans Pelicans
49,Trey Murphy III,5,5.0,0.0,REB,27.7,0.32999999999999996,New Orleans Pelicans
50,Stephen Curry,5,5.2,0.20000000000000018,REB,29.2,0.33999999999999997,Golden State Warriors
51,Giannis Antetokounmpo,13,12.1,-0.9000000000000004,REB,35.3,0.18000000000000005,Milwaukee Bucks
52,Myles Turner,8,7.0,-1.0,REB,32.6,-0.10999999999999999,Indiana Pacers
53,Pascal Siakam,8,6.3,-1.7000000000000002,REB,34.0,-0.10999999999999999,Indiana Pacers
54,Bennedict Mathurin,7,6.6,-0.40000000000000036,REB,30.8,-0.10999999999999999,Indiana Pacers
55,Brook Lopez,5,5.3,0.2999999999999998,REB,32.5,0.18000000000000005,Milwaukee Bucks
56,Tyrese Haliburton,4,3.5,-0.5,REB,34.8,-0.10999999999999999,Indiana Pacers
57,Damian Lillard,4,4.6,0.5999999999999996,REB,35.8,0.18000000000000005,Milwaukee Bucks
58,Alperen Sengun,11,11.1,0.09999999999999964,REB,29.4,0.77,Houston Rockets
59,Jalen Green,5,4.9,-0.09999999999999964,REB,32.4,0.77,Houston Rockets
60,Fred VanVleet,4,4.4,0.40000000000000036,REB,34.7,0.77,Houston Rockets
61,Jalen Johnson,10,10.2,0.1999999999999993,REB,36.5,0.54,Atlanta Hawks
62,Clint Capela,9,8.3,-0.6999999999999993,REB,22.5,0.54,Atlanta Hawks
63,Josh Giddey,6,6.2,0.20000000000000018,REB,27.3,0.42,Chicago Bulls
64,Trae Young,4,3.9,-0.10000000000000009,REB,36.0,0.54,Atlanta Hawks
65,Coby White,4,3.3,-0.7000000000000002,REB,32.8,0.42,Chicago Bulls
66,Dereck Lively II,8,6.8,-1.2000000000000002,REB,22.4,0.3,Dallas Mavericks
67,P.J. Washington,7,8.1,1.0999999999999996,REB,30.0,0.3,Dallas Mavericks
68,Kyrie Irving,4,4.4,0.40000000000000036,REB,34.5,0.3,Dallas Mavericks
69,Klay Thompson,4,3.4,-0.6000000000000001,REB,28.7,0.3,Dallas Mavericks
70,Domantas Sabonis,12,12.5,0.5,REB,36.5,-0.5,Sacramento Kings
71,Ivica Zubac,12,12.4,0.40000000000000036,REB,33.9,-0.09999999999999998,LA Clippers
72,James Harden,7,7.7,0.7000000000000002,REB,34.8,-0.09999999999999998,LA Clippers
73,Keegan Murray,7,8.0,1.0,REB,36.7,-0.5,Sacramento Kings
74,De'Aaron Fox,5,5.0,0.0,REB,37.4,-0.5,Sacramento Kings
75,DeMar DeRozan,4,4.1,0.09999999999999964,REB,36.5,-0.5,Sacramento Kings
76,Joel Embiid,5,3.5,-1.5,AST,31.4,-0.30000000000000004,Philadelphia 76ers
77,Tyrese Maxey,4,3.6,-0.3999999999999999,AST,37.2,-0.30000000000000004,Philadelphia 76ers
78,Jayson Tatum,7,5.9,-1.0999999999999996,AST,36.5,0.31999999999999995,Boston Celtics
79,Jordan Poole,5,4.6,-0.40000000000000036,AST,29.9,-0.14999999999999997,Washington Wizards
80,Derrick White,5,4.3,-0.7000000000000002,AST,34.8,0.31999999999999995,Boston Celtics
81,Jaylen Brown,4,4.4,0.40000000000000036,AST,36.9,0.31999999999999995,Boston Celtics
82,Jrue Holiday,4,4.0,0.0,AST,30.6,0.31999999999999995,Boston Celtics
83,Kyle Kuzma,3,2.1,-0.8999999999999999,AST,28.0,-0.14999999999999997,Washington Wizards
84,Brandon Ingram,7,5.3,-1.7000000000000002,AST,33.6,-0.49999999999999994,New Orleans Pelicans
85,Stephen Curry,6,6.5,0.5,AST,29.2,0.8,Golden State Warriors
86,Draymond Green,6,5.7,-0.2999999999999998,AST,28.1,0.8,Golden State Warriors
87,Trey Murphy III,3,1.5,-1.5,AST,27.7,-0.49999999999999994,New Orleans Pelicans
88,Tyrese Haliburton,9,8.5,-0.5,AST,34.8,0.06999999999999995,Indiana Pacers
89,Damian Lillard,8,7.2,-0.7999999999999998,AST,35.8,-0.74,Milwaukee Bucks
90,Giannis Antetokounmpo,7,6.1,-0.9000000000000004,AST,35.3,-0.74,Milwaukee Bucks
91,Pascal Siakam,4,3.8,-0.20000000000000018,AST,34.0,0.06999999999999995,Indiana Pacers
92,Fred VanVleet,7,6.1,-0.9000000000000004,AST,34.7,-0.07,Houston Rockets
93,Alperen Sengun,5,4.8,-0.20000000000000018,AST,29.4,-0.07,Houston Rockets
94,Jalen Green,4,2.9,-1.1,AST,32.4,-0.07,Houston Rockets
95,Trae Young,12,11.6,-0.40000000000000036,AST,36.0,0.87,Atlanta Hawks
96,Josh Giddey,6,6.4,0.40000000000000036,AST,27.3,0.55,Chicago Bulls
97,Coby White,5,4.6,-0.40000000000000036,AST,32.8,0.55,Chicago Bulls
98,Jalen Johnson,5,5.3,0.2999999999999998,AST,36.5,0.87,Atlanta Hawks
99,Kyrie Irving,8,5.2,-2.8,AST,34.5,0.31,Dallas Mavericks
100,Dereck Lively II,3,2.3,-0.7000000000000002,AST,22.4,0.31,Dallas Mavericks
101,Klay Thompson,2,1.7,-0.30000000000000004,AST,28.7,0.31,Dallas Mavericks
102,P.J. Washington,2,1.5,-0.5,AST,30.0,0.31,Dallas Mavericks
103,James Harden,9,8.8,-0.1999999999999993,AST,34.8,-0.18999999999999995,LA Clippers
104,Domantas Sabonis,6,6.6,0.5999999999999996,AST,36.5,-0.5499999999999999,Sacramento Kings
105,De'Aaron Fox,6,5.7,-0.2999999999999998,AST,37.4,-0.5499999999999999,Sacramento Kings
106,DeMar DeRozan,4,4.1,0.09999999999999964,AST,36.5,-0.5499999999999999,Sacramento Kings
107,Keegan Murray,2,1.7,-0.30000000000000004,AST,36.7,-0.5499999999999999,Sacramento Kings
108,Tyrese Maxey,3,2.8,-0.20000000000000018,FG3M,37.2,-0.62,Philadelphia 76ers
109,Joel Embiid,2,0.8,-1.2,FG3M,31.4,-0.62,Philadelphia 76ers
110,Jayson Tatum,4,4.3,0.2999999999999998,FG3M,36.5,0.9,Boston Celtics
111,Derrick White,4,3.8,-0.20000000000000018,FG3M,34.8,0.9,Boston Celtics
112,Jordan Poole,3,3.4,0.3999999999999999,FG3M,29.9,-0.42,Washington Wizards
113,Al Horford,2,2.4,0.3999999999999999,FG3M,27.4,0.9,Boston Celtics
114,Kyle Kuzma,2,1.8,-0.19999999999999996,FG3M,28.0,-0.42,Washington Wizards
115,Jaylen Brown,2,2.0,0.0,FG3M,36.9,0.9,Boston Celtics
116,Jrue Holiday,2,1.9,-0.10000000000000009,FG3M,30.6,0.9,Boston Celtics
117,Stephen Curry,5,4.1,-0.9000000000000004,FG3M,29.2,0.65,Golden State Warriors
118,Trey Murphy III,3,2.0,-1.0,FG3M,27.7,-0.8300000000000001,New Orleans Pelicans
119,Brandon Ingram,3,2.5,-0.5,FG3M,33.6,-0.8300000000000001,New Orleans Pelicans
120,Draymond Green,2,1.5,-0.5,FG3M,28.1,0.65,Golden State Warriors
121,Damian Lillard,4,2.8,-1.2000000000000002,FG3M,35.8,-0.09999999999999998,Milwaukee Bucks
122,Tyrese Haliburton,3,2.2,-0.7999999999999998,FG3M,34.8,0.14,Indiana Pacers
123,Brook Lopez,2,1.9,-0.10000000000000009,FG3M,32.5,-0.09999999999999998,Milwaukee Bucks
124,Myles Turner,2,2.2,0.20000000000000018,FG3M,32.6,0.14,Indiana Pacers
125,Bennedict Mathurin,2,1.8,-0.19999999999999996,FG3M,30.8,0.14,Indiana Pacers
126,Pascal Siakam,2,2.0,0.0,FG3M,34.0,0.14,Indiana Pacers
127,Fred VanVleet,3,2.4,-0.6000000000000001,FG3M,34.7,-0.19999999999999998,Houston Rockets
128,Jalen Green,3,2.6,-0.3999999999999999,FG3M,32.4,-0.19999999999999998,Houston Rockets
129,Alperen Sengun,1,0.5,-0.5,FG3M,29.4,-0.19999999999999998,Houston Rockets
130,Coby White,4,3.5,-0.5,FG3M,32.8,0.89,Chicago Bulls
131,Trae Young,3,2.9,-0.10000000000000009,FG3M,36.0,-0.07,Atlanta Hawks
132,Jalen Johnson,2,1.5,-0.5,FG3M,36.5,-0.07,Atlanta Hawks
133,Josh Giddey,2,1.3,-0.7,FG3M,27.3,0.89,Chicago Bulls
134,Klay Thompson,4,3.1,-0.8999999999999999,FG3M,28.7,-0.2,Dallas Mavericks
135,Kyrie Irving,3,3.0,0.0,FG3M,34.5,-0.2,Dallas Mavericks
136,P.J. Washington,2,1.0,-1.0,FG3M,30.0,-0.2,Dallas Mavericks
137,James Harden,4,2.5,-1.5,FG3M,34.8,0.46,LA Clippers
138,De'Aaron Fox,2,2.2,0.20000000000000018,FG3M,37.4,-0.35,Sacramento Kings
139,Keegan Murray,2,1.7,-0.30000000000000004,FG3M,36.7,-0.35,Sacramento Kings
140,DeMar DeRozan,1,0.8,-0.19999999999999996,FG3M,36.5,-0.35,Sacramento Kings
141,Domantas Sabonis,1,0.9,-0.09999999999999998,FG3M,36.5,-0.35,Sacramento Kings
