,PLAYER,LINE,ACTUAL,DIFF,STAT,MIN,TEAMODDS,TEAM
0,Franz Wagner,28,24.2,-3.8000000000000007,PTS,32.9,-0.45,Orlando Magic
1,Tyrese Maxey,24,24.9,0.8999999999999986,PTS,36.4,-0.9299999999999999,Philadelphia 76ers
2,Paul George,18,15.9,-2.0999999999999996,PTS,29.5,-0.9299999999999999,Philadelphia 76ers
3,Jalen Suggs,15,15.3,0.3000000000000007,PTS,29.9,-0.45,Orlando Magic
4,Moritz Wagner,13,12.9,-0.09999999999999964,PTS,19.3,-0.45,Orlando Magic
5,Kelly Oubre Jr.,12,12.9,0.9000000000000004,PTS,30.9,-0.9299999999999999,Philadelphia 76ers
6,Guerschon Yabusele,9,9.9,0.9000000000000004,PTS,24.6,-0.9299999999999999,Philadelphia 76ers
7,Goga Bitadze,9,8.1,-0.9000000000000004,PTS,22.2,-0.45,Orlando Magic
8,Kentavious Caldwell-Pope,9,8.6,-0.40000000000000036,PTS,29.9,-0.45,Orlando Magic
9,Wendell Carter Jr.,9,7.6,-1.4000000000000004,PTS,25.6,-0.45,Orlando Magic
10,Anthony Black,8,8.3,0.3000000000000007,PTS,24.2,-0.45,Orlando Magic
11,Giannis Antetokounmpo,31,32.6,1.6000000000000014,PTS,34.8,-0.14,Milwaukee Bucks
12,Jayson Tatum,28,28.4,0.3999999999999986,PTS,36.4,0.3600000000000001,Boston Celtics
13,Damian Lillard,25,25.9,0.8999999999999986,PTS,35.8,-0.14,Milwaukee Bucks
14,Jaylen Brown,25,25.2,0.1999999999999993,PTS,36.3,0.3600000000000001,Boston Celtics
15,Derrick White,17,18.1,1.1000000000000014,PTS,34.3,0.3600000000000001,Boston Celtics
16,Jrue Holiday,11,11.7,0.6999999999999993,PTS,31.2,0.3600000000000001,Boston Celtics
17,Brook Lopez,11,11.9,0.9000000000000004,PTS,32.9,-0.14,Milwaukee Bucks
18,Al Horford,9,9.7,0.6999999999999993,PTS,28.0,0.3600000000000001,Boston Celtics
19,Anthony Davis,28,26.9,-1.1000000000000014,PTS,35.2,0.33999999999999997,Los Angeles Lakers
20,LeBron James,24,22.3,-1.6999999999999993,PTS,34.7,0.33999999999999997,Los Angeles Lakers
21,Trae Young,21,20.7,-0.3000000000000007,PTS,35.7,0.47000000000000003,Atlanta Hawks
22,Jalen Johnson,20,20.1,0.10000000000000142,PTS,36.4,0.47000000000000003,Atlanta Hawks
23,D'Angelo Russell,17,12.4,-4.6,PTS,27.4,0.33999999999999997,Los Angeles Lakers
24,Dalton Knecht,14,11.1,-2.9000000000000004,PTS,24.2,0.33999999999999997,Los Angeles Lakers
25,Rui Hachimura,13,12.1,-0.9000000000000004,PTS,31.6,0.33999999999999997,Los Angeles Lakers
26,Zaccharie Risacher,12,11.7,-0.3000000000000007,PTS,24.1,0.47000000000000003,Atlanta Hawks
27,Dyson Daniels,11,13.6,2.5999999999999996,PTS,33.6,0.47000000000000003,Atlanta Hawks
28,Clint Capela,10,10.5,0.5,PTS,22.8,0.47000000000000003,Atlanta Hawks
29,Victor Wembanyama,25,23.5,-1.5,PTS,32.5,0.010000000000000009,San Antonio Spurs
30,De'Aaron Fox,24,26.8,2.8000000000000007,PTS,37.7,0.07000000000000006,Sacramento Kings
31,DeMar DeRozan,22,22.7,0.6999999999999993,PTS,36.2,0.07000000000000006,Sacramento Kings
32,Domantas Sabonis,20,20.8,0.8000000000000007,PTS,36.4,0.07000000000000006,Sacramento Kings
33,Malik Monk,17,15.9,-1.0999999999999996,PTS,28.1,0.07000000000000006,Sacramento Kings
34,Keegan Murray,13,12.2,-0.8000000000000007,PTS,37.0,0.07000000000000006,Sacramento Kings
35,Harrison Barnes,12,11.0,-1.0,PTS,28.5,0.010000000000000009,San Antonio Spurs
36,Chris Paul,10,10.4,0.40000000000000036,PTS,28.8,0.010000000000000009,San Antonio Spurs
37,Pascal Siakam,23,20.1,-2.8999999999999986,PTS,34.3,0.49999999999999994,Indiana Pacers
38,Zach LaVine,23,21.3,-1.6999999999999993,PTS,33.4,0.73,Chicago Bulls
39,Tyrese Haliburton,21,17.6,-3.3999999999999986,PTS,35.2,0.49999999999999994,Indiana Pacers
40,Bennedict Mathurin,19,18.0,-1.0,PTS,32.6,0.49999999999999994,Indiana Pacers
41,Coby White,18,18.3,0.3000000000000007,PTS,32.5,0.73,Chicago Bulls
42,Myles Turner,17,15.5,-1.5,PTS,32.4,0.49999999999999994,Indiana Pacers
43,Josh Giddey,13,11.9,-1.0999999999999996,PTS,27.0,0.73,Chicago Bulls
44,Anthony Edwards,25,26.2,1.1999999999999993,PTS,36.4,-0.42000000000000004,Minnesota Timberwolves
45,Stephen Curry,24,22.6,-1.3999999999999986,PTS,30.2,-0.17000000000000004,Golden State Warriors
46,Julius Randle,20,21.0,1.0,PTS,33.4,-0.42000000000000004,Minnesota Timberwolves
47,Rudy Gobert,10,10.6,0.5999999999999996,PTS,34.1,-0.42000000000000004,Minnesota Timberwolves
48,Jaden McDaniels,10,9.9,-0.09999999999999964,PTS,29.8,-0.42000000000000004,Minnesota Timberwolves
49,Mike Conley,10,8.6,-1.4000000000000004,PTS,25.5,-0.42000000000000004,Minnesota Timberwolves
50,Draymond Green,8,8.8,0.8000000000000007,PTS,28.5,-0.17000000000000004,Golden State Warriors
51,Lauri Markkanen,21,19.2,-1.8000000000000007,PTS,32.2,-0.1,Utah Jazz
52,Anfernee Simons,20,16.7,-3.3000000000000007,PTS,30.4,0.07,Portland Trail Blazers
53,Shaedon Sharpe,18,17.8,-0.1999999999999993,PTS,30.5,0.07,Portland Trail Blazers
54,John Collins,17,17.8,0.8000000000000007,PTS,29.2,-0.1,Utah Jazz
55,Collin Sexton,17,16.9,-0.10000000000000142,PTS,28.3,-0.1,Utah Jazz
56,Deandre Ayton,16,14.8,-1.1999999999999993,PTS,30.7,0.07,Portland Trail Blazers
57,Keyonte George,16,15.4,-0.5999999999999996,PTS,31.8,-0.1,Utah Jazz
58,Jerami Grant,15,15.8,0.8000000000000007,PTS,32.7,0.07,Portland Trail Blazers
59,Walker Kessler,11,10.9,-0.09999999999999964,PTS,28.8,-0.1,Utah Jazz
60,Wendell Carter Jr.,8,7.6,-0.40000000000000036,REB,25.6,-0.09999999999999998,Orlando Magic
