,PLAYER,LINE,ACTUAL,DIFF,STAT,MIN,TEAMODDS,TEAM
67,Scottie Barnes,7,7.3,0.2999999999999998,AST,33.4,-0.19999999999999996,Toronto Raptors
68,Fred VanVleet,7,6.1,-0.9000000000000004,AST,35.4,-0.48999999999999994,Houston Rockets
69,Alperen Sengun,6,5.3,-0.7000000000000002,AST,31.2,-0.48999999999999994,Houston Rockets
70,RJ Barrett,5,6.1,1.0999999999999996,AST,34.3,-0.19999999999999996,Toronto Raptors
71,Jalen Green,3,2.6,-0.3999999999999999,AST,32.6,-0.48999999999999994,Houston Rockets
72,Jonathan Mogbo,3,1.8,-1.2,AST,17.8,-0.19999999999999996,Toronto Raptors
73,Amen Thompson,2,2.1,0.10000000000000009,AST,27.0,-0.48999999999999994,Houston Rockets
74,Tyrese Haliburton,9,8.7,-0.3000000000000007,AST,35.4,0.07999999999999996,Indiana Pacers
75,De'Aaron Fox,7,6.1,-0.9000000000000004,AST,37.2,0.06999999999999995,Sacramento Kings
76,Malik Monk,6,5.1,-0.9000000000000004,AST,29.6,0.06999999999999995,Sacramento Kings
77,Domantas Sabonis,6,6.1,0.09999999999999964,AST,36.1,0.06999999999999995,Sacramento Kings
78,Andrew Nembhard,5,4.7,-0.2999999999999998,AST,26.2,0.07999999999999996,Indiana Pacers
79,T.J. McConnell,5,4.2,-0.7999999999999998,AST,19.8,0.07999999999999996,Indiana Pacers
80,DeMar DeRozan,4,4.0,0.0,AST,35.6,0.06999999999999995,Sacramento Kings
81,Pascal Siakam,3,3.5,0.5,AST,34.5,0.07999999999999996,Indiana Pacers
82,Dejounte Murray,8,7.0,-1.0,AST,32.9,0.14,New Orleans Pelicans
83,Jamal Murray,6,6.3,0.2999999999999998,AST,36.0,0.9,Denver Nuggets
84,CJ McCollum,5,3.9,-1.1,AST,33.5,0.14,New Orleans Pelicans
85,Aaron Gordon,4,3.3,-0.7000000000000002,AST,29.4,0.9,Denver Nuggets
86,Herbert Jones,3,2.5,-0.5,AST,32.5,0.14,New Orleans Pelicans
87,Trey Murphy III,3,2.3,-0.7000000000000002,AST,34.3,0.14,New Orleans Pelicans
88,Michael Porter Jr.,2,2.8,0.7999999999999998,AST,35.1,0.9,Denver Nuggets
89,Fred VanVleet,3,2.4,-0.6000000000000001,FG3M,35.4,-0.31999999999999995,Houston Rockets
90,Jalen Green,3,2.5,-0.5,FG3M,32.6,-0.31999999999999995,Houston Rockets
91,Gradey Dick,3,2.6,-0.3999999999999999,FG3M,32.4,-0.8999999999999999,Toronto Raptors
92,Dillon Brooks,3,2.3,-0.7000000000000002,FG3M,31.4,-0.31999999999999995,Houston Rockets
93,Jabari Smith Jr.,2,1.8,-0.19999999999999996,FG3M,30.7,-0.31999999999999995,Houston Rockets
94,Scottie Barnes,2,1.9,-0.10000000000000009,FG3M,33.4,-0.8999999999999999,Toronto Raptors
95,RJ Barrett,2,2.0,0.0,FG3M,34.3,-0.8999999999999999,Toronto Raptors
96,Ochai Agbaji,2,1.8,-0.19999999999999996,FG3M,31.0,-0.8999999999999999,Toronto Raptors
97,Tyrese Haliburton,4,3.1,-0.8999999999999999,FG3M,35.4,0.28,Indiana Pacers
98,Malik Monk,3,2.4,-0.6000000000000001,FG3M,29.6,-0.44999999999999996,Sacramento Kings
99,De'Aaron Fox,3,2.1,-0.8999999999999999,FG3M,37.2,-0.44999999999999996,Sacramento Kings
100,Myles Turner,2,2.1,0.10000000000000009,FG3M,31.6,0.28,Indiana Pacers
101,Pascal Siakam,2,1.9,-0.10000000000000009,FG3M,34.5,0.28,Indiana Pacers
102,Obi Toppin,2,1.3,-0.7,FG3M,20.4,0.28,Indiana Pacers
103,Kevin Huerter,2,1.8,-0.19999999999999996,FG3M,25.4,-0.44999999999999996,Sacramento Kings
104,Keegan Murray,2,1.7,-0.30000000000000004,FG3M,36.0,-0.44999999999999996,Sacramento Kings
105,Bennedict Mathurin,2,1.5,-0.5,FG3M,32.9,0.28,Indiana Pacers
106,Andrew Nembhard,2,0.6,-1.4,FG3M,26.2,0.28,Indiana Pacers
107,Domantas Sabonis,1,1.0,0.0,FG3M,36.1,-0.44999999999999996,Sacramento Kings
108,DeMar DeRozan,1,0.7,-0.30000000000000004,FG3M,35.6,-0.44999999999999996,Sacramento Kings
109,Trey Murphy III,4,2.8,-1.2000000000000002,FG3M,34.3,-0.22,New Orleans Pelicans
110,CJ McCollum,3,2.5,-0.5,FG3M,33.5,-0.22,New Orleans Pelicans
111,Michael Porter Jr.,3,2.3,-0.7000000000000002,FG3M,35.1,-0.020000000000000018,Denver Nuggets
112,Jamal Murray,3,2.1,-0.8999999999999999,FG3M,36.0,-0.020000000000000018,Denver Nuggets
113,Dejounte Murray,2,1.6,-0.3999999999999999,FG3M,32.9,-0.22,New Orleans Pelicans
114,Herbert Jones,2,1.4,-0.6000000000000001,FG3M,32.5,-0.22,New Orleans Pelicans
115,Aaron Gordon,1,1.3,0.30000000000000004,FG3M,29.4,-0.020000000000000018,Denver Nuggets
