,PLAYER,LINE,ACTUAL,DIFF,STAT,MIN,TEAMODDS,TEAM
0,Jayson Tatum,28,29.7,1.6999999999999993,PTS,36.5,0.35,Boston Celtics
1,Donovan Mitchell,28,24.6,-3.3999999999999986,PTS,31.2,0.38,Cleveland Cavaliers
2,Jaylen Brown,25,25.6,0.6000000000000014,PTS,36.8,0.35,Boston Celtics
3,Darius Garland,20,21.4,1.3999999999999986,PTS,30.2,0.38,Cleveland Cavaliers
4,Derrick White,17,18.9,1.8999999999999986,PTS,34.3,0.35,Boston Celtics
5,Evan Mobley,17,18.1,1.1000000000000014,PTS,30.6,0.38,Cleveland Cavaliers
6,Jarrett Allen,14,14.5,0.5,PTS,30.2,0.38,Cleveland Cavaliers
7,Jrue Holiday,13,12.8,-0.1999999999999993,PTS,30.8,0.35,Boston Celtics
8,Al Horford,9,9.4,0.40000000000000036,PTS,27.0,0.35,Boston Celtics
9,Isaac Okoro,7,5.9,-1.0999999999999996,PTS,20.2,0.38,Cleveland Cavaliers
10,LaMelo Ball,28,29.7,1.6999999999999993,PTS,33.9,-0.09999999999999998,Charlotte Hornets
11,Brandon Miller,18,15.3,-2.6999999999999993,PTS,30.2,-0.09999999999999998,Charlotte Hornets
12,Miles Bridges,17,15.5,-1.5,PTS,29.8,-0.09999999999999998,Charlotte Hornets
13,Cameron Johnson,16,16.9,0.8999999999999986,PTS,33.2,0.08000000000000002,Brooklyn Nets
14,Grant Williams,12,10.0,-2.0,PTS,28.8,-0.09999999999999998,Charlotte Hornets
15,Dorian Finney-Smith,10,10.9,0.9000000000000004,PTS,29.2,0.08000000000000002,Brooklyn Nets
16,Josh Green,7,6.5,-0.5,PTS,24.1,-0.09999999999999998,Charlotte Hornets
17,Ben Simmons,7,5.3,-1.7000000000000002,PTS,24.3,0.08000000000000002,Brooklyn Nets
18,Jaren Jackson Jr.,22,23.1,1.1000000000000014,PTS,28.8,0.66,Memphis Grizzlies
19,Desmond Bane,19,17.6,-1.3999999999999986,PTS,26.9,0.66,Memphis Grizzlies
20,Scotty Pippen Jr.,11,11.5,0.5,PTS,25.7,0.66,Memphis Grizzlies
21,Brandon Clarke,8,5.5,-2.5,PTS,15.5,0.66,Memphis Grizzlies
22,Brandon Ingram,26,23.6,-2.3999999999999986,PTS,33.6,-0.7,New Orleans Pelicans
23,Trey Murphy III,17,14.3,-2.6999999999999993,PTS,27.2,-0.7,New Orleans Pelicans
24,Yves Missi,9,6.9,-2.0999999999999996,PTS,23.5,-0.7,New Orleans Pelicans
25,Javonte Green,8,5.5,-2.5,PTS,23.5,-0.7,New Orleans Pelicans
26,Shai Gilgeous-Alexander,30,28.5,-1.5,PTS,33.5,-0.19999999999999996,Oklahoma City Thunder
27,Jalen Williams,23,20.8,-2.1999999999999993,PTS,32.2,-0.19999999999999996,Oklahoma City Thunder
28,Luguentz Dort,14,12.2,-1.8000000000000007,PTS,28.5,-0.19999999999999996,Oklahoma City Thunder
29,Stephon Castle,13,9.9,-3.0999999999999996,PTS,24.6,-0.74,San Antonio Spurs
30,Zach Collins,13,6.6,-6.4,PTS,14.9,-0.74,San Antonio Spurs
31,Harrison Barnes,11,9.2,-1.8000000000000007,PTS,28.3,-0.74,San Antonio Spurs
32,Julian Champagnie,11,10.9,-0.09999999999999964,PTS,28.2,-0.74,San Antonio Spurs
33,Chris Paul,10,10.4,0.40000000000000036,PTS,28.3,-0.74,San Antonio Spurs
34,Anthony Davis,30,31.1,1.1000000000000014,PTS,35.1,0.63,Los Angeles Lakers
35,LeBron James,24,23.3,-0.6999999999999993,PTS,35.4,0.63,Los Angeles Lakers
36,Lauri Markkanen,20,17.3,-2.6999999999999993,PTS,30.8,-0.1,Utah Jazz
37,Austin Reaves,19,18.0,-1.0,PTS,34.8,0.63,Los Angeles Lakers
