,PLAYER,LINE,ACTUAL,DIFF,STAT,MIN,TEAMODDS,TEAM
20,John Collins,17,17.6,0.6000000000000014,PTS,27.2,-0.63,Utah Jazz
21,Keyonte George,15,14.9,-0.09999999999999964,PTS,31.6,-0.63,Utah Jazz
22,Stephon Castle,15,9.9,-5.1,PTS,25.2,0.07999999999999999,San Antonio Spurs
23,Zach Collins,14,7.0,-7.0,PTS,15.7,0.07999999999999999,San Antonio Spurs
24,Julian Champagnie,13,10.9,-2.0999999999999996,PTS,28.2,0.07999999999999999,San Antonio Spurs
25,Chris Paul,13,10.7,-2.3000000000000007,PTS,28.5,0.07999999999999999,San Antonio Spurs
26,Harrison Barnes,12,9.9,-2.0999999999999996,PTS,28.5,0.07999999999999999,San Antonio Spurs
27,Kyle Filipowski,9,7.5,-1.5,PTS,19.1,-0.63,Utah Jazz
28,Anthony Davis,28,30.7,2.6999999999999993,PTS,35.0,-0.17000000000000004,Los Angeles Lakers
29,Franz Wagner,26,22.3,-3.6999999999999993,PTS,31.5,-0.13,Orlando Magic
30,LeBron James,23,23.5,0.5,PTS,35.3,-0.17000000000000004,Los Angeles Lakers
31,Austin Reaves,17,17.9,0.8999999999999986,PTS,34.7,-0.17000000000000004,Los Angeles Lakers
32,Jalen Suggs,16,15.0,-1.0,PTS,29.8,-0.13,Orlando Magic
33,Kentavious Caldwell-Pope,9,6.9,-2.0999999999999996,PTS,29.9,-0.13,Orlando Magic
34,Tristan da Silva,7,6.9,-0.09999999999999964,PTS,24.6,-0.13,Orlando Magic
35,Jalen Duren,11,10.5,-0.5,REB,24.8,0.030000000000000027,Detroit Pistons
36,Tobias Harris,7,7.5,0.5,REB,33.4,0.030000000000000027,Detroit Pistons
37,Cade Cunningham,7,7.3,0.2999999999999998,REB,36.3,0.030000000000000027,Detroit Pistons
38,Miles Bridges,7,6.5,-0.5,REB,30.1,0.07999999999999996,Charlotte Hornets
39,Grant Williams,6,5.1,-0.9000000000000004,REB,29.1,0.07999999999999996,Charlotte Hornets
40,LaMelo Ball,6,4.8,-1.2000000000000002,REB,33.2,0.07999999999999996,Charlotte Hornets
41,Brandon Miller,5,4.1,-0.9000000000000004,REB,31.0,0.07999999999999996,Charlotte Hornets
42,Jaden Ivey,4,4.5,0.5,REB,32.3,0.030000000000000027,Detroit Pistons
43,Rudy Gobert,12,10.4,-1.5999999999999996,REB,32.9,-0.58,Minnesota Timberwolves
44,Jakob Poeltl,11,11.9,0.9000000000000004,REB,32.9,-0.05999999999999994,Toronto Raptors
45,Julius Randle,7,6.5,-0.5,REB,34.0,-0.58,Minnesota Timberwolves
46,RJ Barrett,7,6.4,-0.5999999999999996,REB,34.1,-0.05999999999999994,Toronto Raptors
47,Anthony Edwards,6,5.1,-0.9000000000000004,REB,37.1,-0.58,Minnesota Timberwolves
48,Naz Reid,6,5.2,-0.7999999999999998,REB,24.7,-0.58,Minnesota Timberwolves
49,Jaden McDaniels,5,3.5,-1.5,REB,29.7,-0.58,Minnesota Timberwolves
50,John Collins,10,7.9,-2.0999999999999996,REB,27.2,-0.08999999999999997,Utah Jazz
51,Lauri Markkanen,8,6.5,-1.5,REB,31.3,-0.08999999999999997,Utah Jazz
52,Zach Collins,7,3.7,-3.3,REB,15.7,-0.13,San Antonio Spurs
53,Kyle Filipowski,6,4.4,-1.5999999999999996,REB,19.1,-0.08999999999999997,Utah Jazz
54,Julian Champagnie,6,5.4,-0.5999999999999996,REB,28.2,-0.13,San Antonio Spurs
55,Chris Paul,4,3.8,-0.20000000000000018,REB,28.5,-0.13,San Antonio Spurs
56,Collin Sexton,3,2.8,-0.20000000000000018,REB,26.8,-0.08999999999999997,Utah Jazz
57,Anthony Davis,13,11.4,-1.5999999999999996,REB,35.0,-0.55,Los Angeles Lakers
58,LeBron James,8,8.1,0.09999999999999964,REB,35.3,-0.55,Los Angeles Lakers
59,Franz Wagner,6,5.6,-0.40000000000000036,REB,31.5,-0.39,Orlando Magic
60,Jalen Suggs,5,4.6,-0.40000000000000036,REB,29.8,-0.39,Orlando Magic
61,Cade Cunningham,10,8.8,-1.1999999999999993,AST,36.3,0.03999999999999998,Detroit Pistons
62,LaMelo Ball,7,6.6,-0.40000000000000036,AST,33.2,-0.61,Charlotte Hornets
63,Jaden Ivey,5,4.3,-0.7000000000000002,AST,32.3,0.03999999999999998,Detroit Pistons
64,Brandon Miller,4,3.8,-0.20000000000000018,AST,31.0,-0.61,Charlotte Hornets
65,Miles Bridges,3,3.0,0.0,AST,30.1,-0.61,Charlotte Hornets
66,Tobias Harris,3,2.6,-0.3999999999999999,AST,33.4,0.03999999999999998,Detroit Pistons
67,RJ Barrett,6,6.5,0.5,AST,34.1,-0.010000000000000009,Toronto Raptors
68,Mike Conley,6,4.8,-1.2000000000000002,AST,25.0,0.16000000000000003,Minnesota Timberwolves
69,Anthony Edwards,5,3.8,-1.2000000000000002,AST,37.1,0.16000000000000003,Minnesota Timberwolves
70,Julius Randle,5,4.4,-0.5999999999999996,AST,34.0,0.16000000000000003,Minnesota Timberwolves
71,Chris Paul,9,8.5,-0.5,AST,28.5,0.6,San Antonio Spurs
72,Keyonte George,5,5.5,0.5,AST,31.6,-0.7000000000000001,Utah Jazz
73,Stephon Castle,5,3.5,-1.5,AST,25.2,0.6,San Antonio Spurs
74,Collin Sexton,4,3.1,-0.8999999999999999,AST,26.8,-0.7000000000000001,Utah Jazz
75,Lauri Markkanen,3,2.3,-0.7000000000000002,AST,31.3,-0.7000000000000001,Utah Jazz
76,LeBron James,9,9.4,0.40000000000000036,AST,35.3,-0.2899999999999999,Los Angeles Lakers
77,Franz Wagner,6,5.1,-0.9000000000000004,AST,31.5,0.17,Orlando Magic
78,Austin Reaves,6,5.4,-0.5999999999999996,AST,34.7,-0.2899999999999999,Los Angeles Lakers
79,Jalen Suggs,4,3.7,-0.2999999999999998,AST,29.8,0.17,Orlando Magic
80,Anthony Davis,3,2.8,-0.20000000000000018,AST,35.0,-0.2899999999999999,Los Angeles Lakers
81,LaMelo Ball,5,4.5,-0.5,FG3M,33.2,0.54,Charlotte Hornets
82,Brandon Miller,4,3.1,-0.8999999999999999,FG3M,31.0,0.54,Charlotte Hornets
83,Tim Hardaway Jr.,3,2.5,-0.5,FG3M,28.6,-0.15000000000000002,Detroit Pistons
84,Cade Cunningham,2,2.3,0.2999999999999998,FG3M,36.3,-0.15000000000000002,Detroit Pistons
85,Jaden Ivey,2,1.8,-0.19999999999999996,FG3M,32.3,-0.15000000000000002,Detroit Pistons
86,Miles Bridges,2,2.2,0.20000000000000018,FG3M,30.1,0.54,Charlotte Hornets
87,Grant Williams,2,1.7,-0.30000000000000004,FG3M,29.1,0.54,Charlotte Hornets
88,Tobias Harris,2,1.2,-0.8,FG3M,33.4,-0.15000000000000002,Detroit Pistons
89,Anthony Edwards,4,4.8,0.7999999999999998,FG3M,37.1,0.06999999999999995,Minnesota Timberwolves
90,Naz Reid,3,2.3,-0.7000000000000002,FG3M,24.7,0.06999999999999995,Minnesota Timberwolves
91,Julius Randle,2,1.9,-0.10000000000000009,FG3M,34.0,0.06999999999999995,Minnesota Timberwolves
92,Mike Conley,2,1.7,-0.30000000000000004,FG3M,25.0,0.06999999999999995,Minnesota Timberwolves
93,RJ Barrett,2,2.1,0.10000000000000009,FG3M,34.1,-0.97,Toronto Raptors
94,Jaden McDaniels,2,1.1,-0.8999999999999999,FG3M,29.7,0.06999999999999995,Minnesota Timberwolves
95,Lauri Markkanen,3,2.6,-0.3999999999999999,FG3M,31.3,-0.33999999999999997,Utah Jazz
96,Keyonte George,3,2.5,-0.5,FG3M,31.6,-0.33999999999999997,Utah Jazz
97,Julian Champagnie,3,2.3,-0.7000000000000002,FG3M,28.2,0.51,San Antonio Spurs
98,Chris Paul,3,2.1,-0.8999999999999999,FG3M,28.5,0.51,San Antonio Spurs
99,Collin Sexton,2,1.7,-0.30000000000000004,FG3M,26.8,-0.33999999999999997,Utah Jazz
100,Stephon Castle,2,1.0,-1.0,FG3M,25.2,0.51,San Antonio Spurs
101,Harrison Barnes,2,1.3,-0.7,FG3M,28.5,0.51,San Antonio Spurs
102,Zach Collins,2,0.7,-1.3,FG3M,15.7,0.51,San Antonio Spurs
103,Jalen Suggs,2,2.1,0.10000000000000009,FG3M,29.8,-0.47,Orlando Magic
104,Franz Wagner,2,2.0,0.0,FG3M,31.5,-0.47,Orlando Magic
105,Kentavious Caldwell-Pope,2,1.0,-1.0,FG3M,29.9,-0.47,Orlando Magic
106,Tristan da Silva,1,1.0,0.0,FG3M,24.6,-0.47,Orlando Magic
